fips,county,state,variable,estimate,variable_name
42017,Bucks County,PA,births,5714,births
42017,Bucks County,PA,death_rate,4.550227511375569,death_rate
42029,Chester County,PA,deaths,16,deaths
42029,Chester County,PA,births,5370,births
42029,Chester County,PA,death_rate,2.97951582867784,death_rate
42043,Dauphin County,PA,deaths,24,deaths
42043,Dauphin County,PA,births,3397,births
42043,Dauphin County,PA,death_rate,7.065057403591404,death_rate
42045,Delaware County,PA,deaths,38,deaths
42045,Delaware County,PA,births,6453,births
42045,Delaware County,PA,death_rate,5.888733922206725,death_rate
42049,Erie County,PA,deaths,19,deaths
42049,Erie County,PA,births,2788,births
42049,Erie County,PA,death_rate,6.814921090387375,death_rate
42071,Lancaster County,PA,deaths,39,deaths
42071,Lancaster County,PA,births,6975,births
42071,Lancaster County,PA,death_rate,5.591397849462366,death_rate
42077,Lehigh County,PA,deaths,24,deaths
42077,Lehigh County,PA,births,4352,births
42077,Lehigh County,PA,death_rate,5.514705882352941,death_rate
42079,Luzerne County,PA,deaths,20,deaths
42079,Luzerne County,PA,births,3310,births
42079,Luzerne County,PA,death_rate,6.042296072507553,death_rate
42091,Montgomery County,PA,deaths,42,deaths
42091,Montgomery County,PA,births,8515,births
42091,Montgomery County,PA,death_rate,4.932472108044627,death_rate
42095,Northampton County,PA,deaths,16,deaths
42095,Northampton County,PA,births,2909,births
42095,Northampton County,PA,death_rate,5.500171880371262,death_rate
42101,Philadelphia County,PA,deaths,168,deaths
42101,Philadelphia County,PA,births,20691,births
42101,Philadelphia County,PA,death_rate,8.119472234304771,death_rate
42129,Westmoreland County,PA,deaths,14,deaths
42129,Westmoreland County,PA,births,2849,births
42129,Westmoreland County,PA,death_rate,4.914004914004914,death_rate
42133,York County,PA,deaths,30,deaths
42133,York County,PA,births,4707,births
42133,York County,PA,death_rate,6.373486297004461,death_rate
44007,Providence County,RI,deaths,40,deaths
44007,Providence County,RI,births,7119,births
44007,Providence County,RI,death_rate,5.618766680713583,death_rate
45019,Charleston County,SC,deaths,28,deaths
45019,Charleston County,SC,births,4861,births
45019,Charleston County,SC,death_rate,5.760131660152232,death_rate
45045,Greenville County,SC,deaths,42,deaths
45045,Greenville County,SC,births,6225,births
45045,Greenville County,SC,death_rate,6.746987951807228,death_rate
45051,Horry County,SC,deaths,25,deaths
45051,Horry County,SC,births,3153,births
45051,Horry County,SC,death_rate,7.92895654931811,death_rate
45063,Lexington County,SC,deaths,23,deaths
45063,Lexington County,SC,births,3224,births
45063,Lexington County,SC,death_rate,7.133995037220843,death_rate
45079,Richland County,SC,deaths,39,deaths
45079,Richland County,SC,births,4693,births
45079,Richland County,SC,death_rate,8.310249307479225,death_rate
45083,Spartanburg County,SC,deaths,16,deaths
45083,Spartanburg County,SC,births,3855,births
45083,Spartanburg County,SC,death_rate,4.150453955901427,death_rate
47037,Davidson County,TN,deaths,70,deaths
47037,Davidson County,TN,births,9984,births
47037,Davidson County,TN,death_rate,7.011217948717949,death_rate
47065,Hamilton County,TN,deaths,25,deaths
47065,Hamilton County,TN,births,4249,births
47065,Hamilton County,TN,death_rate,5.883737349964698,death_rate
47093,Knox County,TN,deaths,28,deaths
47093,Knox County,TN,births,5156,births
47093,Knox County,TN,death_rate,5.430566330488752,death_rate
47149,Rutherford County,TN,deaths,34,deaths
47149,Rutherford County,TN,births,4148,births
47149,Rutherford County,TN,death_rate,8.196721311475411,death_rate
47157,Shelby County,TN,deaths,113,deaths
47157,Shelby County,TN,births,13124,births
47157,Shelby County,TN,death_rate,8.610179823224627,death_rate
48027,Bell County,TX,deaths,31,deaths
48027,Bell County,TX,births,5889,births
48027,Bell County,TX,death_rate,5.264051621667516,death_rate
48029,Bexar County,TX,deaths,184,deaths
48029,Bexar County,TX,births,26562,births
48029,Bexar County,TX,death_rate,6.927189217679391,death_rate
48039,Brazoria County,TX,deaths,25,deaths
48039,Brazoria County,TX,births,4734,births
48039,Brazoria County,TX,death_rate,5.280946345585129,death_rate
48061,Cameron County,TX,deaths,26,deaths
48061,Cameron County,TX,births,6306,births
48061,Cameron County,TX,death_rate,4.123057405645417,death_rate
48085,Collin County,TX,deaths,45,deaths
48085,Collin County,TX,births,11147,births
48085,Collin County,TX,death_rate,4.036960617206423,death_rate
48113,Dallas County,TX,deaths,223,deaths
48113,Dallas County,TX,births,38182,births
48113,Dallas County,TX,death_rate,5.840448378817244,death_rate
48121,Denton County,TX,deaths,36,deaths
48121,Denton County,TX,births,9857,births
48121,Denton County,TX,death_rate,3.6522268438673025,death_rate
48141,El Paso County,TX,deaths,37,deaths
48141,El Paso County,TX,births,11721,births
48141,El Paso County,TX,death_rate,3.1567272417029266,death_rate
48157,Fort Bend County,TX,deaths,30,deaths
48157,Fort Bend County,TX,births,9375,births
48157,Fort Bend County,TX,death_rate,3.2,death_rate
48167,Galveston County,TX,deaths,20,deaths
48167,Galveston County,TX,births,3957,births
48167,Galveston County,TX,death_rate,5.054334091483447,death_rate
48201,Harris County,TX,deaths,409,deaths
48201,Harris County,TX,births,67095,births
48201,Harris County,TX,death_rate,6.0958342648483494,death_rate
48215,Hidalgo County,TX,deaths,62,deaths
48215,Hidalgo County,TX,births,14185,births
48215,Hidalgo County,TX,death_rate,4.3708142403947825,death_rate
48245,Jefferson County,TX,deaths,28,deaths
48245,Jefferson County,TX,births,3468,births
48245,Jefferson County,TX,death_rate,8.073817762399077,death_rate
48303,Lubbock County,TX,deaths,31,deaths
48303,Lubbock County,TX,births,3896,births
48303,Lubbock County,TX,death_rate,7.95687885010267,death_rate
48339,Montgomery County,TX,deaths,33,deaths
48339,Montgomery County,TX,births,7355,births
48339,Montgomery County,TX,death_rate,4.486743711760707,death_rate
48355,Nueces County,TX,deaths,30,deaths
48355,Nueces County,TX,births,4569,births
48355,Nueces County,TX,death_rate,6.565988181221274,death_rate
48439,Tarrant County,TX,deaths,174,deaths
48439,Tarrant County,TX,births,27280,births
48439,Tarrant County,TX,death_rate,6.378299120234604,death_rate
48453,Travis County,TX,deaths,55,deaths
48453,Travis County,TX,births,15125,births
48453,Travis County,TX,death_rate,3.6363636363636362,death_rate
48479,Webb County,TX,deaths,19,deaths
48479,Webb County,TX,births,4693,births
48479,Webb County,TX,death_rate,4.048582995951417,death_rate
48491,Williamson County,TX,deaths,28,deaths
48491,Williamson County,TX,births,6650,births
48491,Williamson County,TX,death_rate,4.2105263157894735,death_rate
49011,Davis County,UT,deaths,33,deaths
49011,Davis County,UT,births,5302,births
49011,Davis County,UT,death_rate,6.224066390041493,death_rate
49035,Salt Lake County,UT,deaths,105,deaths
49035,Salt Lake County,UT,births,15998,births
49035,Salt Lake County,UT,death_rate,6.563320415051882,death_rate
49049,Utah County,UT,deaths,59,deaths
49049,Utah County,UT,births,11514,births
49049,Utah County,UT,death_rate,5.124196630189335,death_rate
51041,Chesterfield County,VA,deaths,26,deaths
51041,Chesterfield County,VA,births,3841,births
51041,Chesterfield County,VA,death_rate,6.769070554543088,death_rate
51059,Fairfax County,VA,deaths,51,deaths
51059,Fairfax County,VA,births,13841,births
51059,Fairfax County,VA,death_rate,3.684704862365436,death_rate
51087,Henrico County,VA,deaths,14,deaths
51087,Henrico County,VA,births,3911,births
51087,Henrico County,VA,death_rate,3.5796471490667345,death_rate
51107,Loudoun County,VA,deaths,14,deaths
51107,Loudoun County,VA,births,5224,births
51107,Loudoun County,VA,death_rate,2.679938744257274,death_rate
51153,Prince William County,VA,deaths,25,deaths
51153,Prince William County,VA,births,6484,births
51153,Prince William County,VA,death_rate,3.855644663787785,death_rate
51810,Virginia Beach city,VA,deaths,33,deaths
51810,Virginia Beach city,VA,births,5618,births
51810,Virginia Beach city,VA,death_rate,5.873976504093984,death_rate
53011,Clark County,WA,deaths,20,deaths
53011,Clark County,WA,births,5482,births
53011,Clark County,WA,death_rate,3.648303538854433,death_rate
53033,King County,WA,deaths,99,deaths
53033,King County,WA,births,24347,births
53033,King County,WA,death_rate,4.066209389247135,death_rate
53035,Kitsap County,WA,deaths,21,deaths
53035,Kitsap County,WA,births,2994,births
53035,Kitsap County,WA,death_rate,7.014028056112225,death_rate
53053,Pierce County,WA,deaths,73,deaths
53053,Pierce County,WA,births,11478,births
53053,Pierce County,WA,death_rate,6.359993030144624,death_rate
53061,Snohomish County,WA,deaths,39,deaths
53061,Snohomish County,WA,births,9763,births
53061,Snohomish County,WA,death_rate,3.9946737683089215,death_rate
53063,Spokane County,WA,deaths,33,deaths
53063,Spokane County,WA,births,5737,births
53063,Spokane County,WA,death_rate,5.752135262332229,death_rate
53067,Thurston County,WA,deaths,20,deaths
53067,Thurston County,WA,births,3108,births
53067,Thurston County,WA,death_rate,6.435006435006435,death_rate
55025,Dane County,WI,deaths,36,deaths
55025,Dane County,WI,births,5753,births
55025,Dane County,WI,death_rate,6.257604727968016,death_rate
55079,Milwaukee County,WI,deaths,127,deaths
55079,Milwaukee County,WI,births,13032,births
55079,Milwaukee County,WI,death_rate,9.745242480049109,death_rate
55133,Waukesha County,WI,deaths,19,deaths
55133,Waukesha County,WI,births,3918,births
55133,Waukesha County,WI,death_rate,4.8494129657988765,death_rate
